split,filename,domain,lhs_class,rhs_class,lhs_area,rhs_area,violation_ratio,objects_in_image,lhs_bbox_index,rhs_bbox_index,review_reason
train,DAMIMAS_A21B_0274_2.jpg,DAMIMAS,B3,B4,7289,15989,2.194,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0450_4.jpg,DAMIMAS,B2,B3,4670,10244,2.194,8,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0684_2.jpg,DAMIMAS,B2,B3,31705,69469,2.191,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0622_2.jpg,DAMIMAS,B3,B4,3666,8031,2.191,6,2,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0615_2.jpg,DAMIMAS,B1,B2,12814,28071,2.191,5,4,3,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0294_2.jpg,DAMIMAS,B2,B3,4979,10908,2.191,6,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0642_1.jpg,DAMIMAS,B2,B4,25390,55596,2.190,4,3,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0803_4.jpg,DAMIMAS,B2,B3,17277,37809,2.188,7,6,5,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0745_3.jpg,DAMIMAS,B1,B2,7065,15454,2.187,7,6,0,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0654_3.jpg,DAMIMAS,B2,B3,5813,12712,2.187,6,2,5,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0682_4.jpg,DAMIMAS,B2,B3,13611,29757,2.186,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0570_4.jpg,DAMIMAS,B2,B3,5591,12223,2.186,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0591_2.jpg,DAMIMAS,B2,B3,12523,27359,2.185,6,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0557_3.jpg,DAMIMAS,B2,B3,6060,13232,2.183,7,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0374_1.jpg,DAMIMAS,B2,B3,3757,8201,2.183,7,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0457_2.jpg,DAMIMAS,B3,B4,1784,3893,2.182,8,7,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0357_3.jpg,DAMIMAS,B3,B4,2671,5828,2.182,6,3,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0454_3.jpg,DAMIMAS,B2,B3,5780,12607,2.181,7,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0279_3.jpg,DAMIMAS,B2,B3,5735,12506,2.181,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0517_3.jpg,DAMIMAS,B2,B3,9923,21634,2.180,7,6,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0301_1.jpg,DAMIMAS,B3,B4,5752,12538,2.180,5,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0641_2.jpg,DAMIMAS,B2,B3,20186,43998,2.180,7,6,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0408_2.jpg,DAMIMAS,B1,B2,5345,11641,2.178,6,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0385_4.jpg,DAMIMAS,B1,B2,5456,11876,2.177,7,0,4,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0163_1.jpg,DAMIMAS,B2,B3,6524,14195,2.176,7,3,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0769_4.jpg,DAMIMAS,B3,B4,4892,10643,2.175,7,1,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0599_3.jpg,DAMIMAS,B2,B3,10541,22928,2.175,7,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0386_1.jpg,DAMIMAS,B2,B3,5245,11403,2.174,3,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0704_2.jpg,DAMIMAS,B2,B3,12871,27956,2.172,7,4,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0831_1.jpg,DAMIMAS,B2,B3,6330,13750,2.172,7,6,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0571_1.jpg,DAMIMAS,B1,B2,17803,38658,2.171,5,4,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0608_4.jpg,DAMIMAS,B3,B4,7411,16081,2.170,6,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0152_3.jpg,DAMIMAS,B1,B2,9306,20182,2.169,6,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0045_1.jpg,DAMIMAS,B3,B4,3107,6738,2.168,8,7,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0748_3.jpg,DAMIMAS,B3,B4,5420,11751,2.168,7,2,6,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0411_4.jpg,DAMIMAS,B1,B2,5350,11593,2.167,7,3,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0811_6.jpg,DAMIMAS,B2,B3,5936,12861,2.167,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0257_4.jpg,DAMIMAS,B2,B3,6257,13550,2.166,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0815_7.jpg,DAMIMAS,B2,B3,18709,40505,2.165,7,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0234_3.jpg,DAMIMAS,B3,B4,4103,8880,2.165,4,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0620_2.jpg,DAMIMAS,B3,B4,5607,12126,2.163,7,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0081_1.jpg,DAMIMAS,B1,B3,11688,25277,2.163,5,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0495_1.jpg,DAMIMAS,B2,B3,11350,24536,2.162,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0816_7.jpg,DAMIMAS,B1,B3,19211,41526,2.162,3,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0671_3.jpg,DAMIMAS,B2,B3,22029,47529,2.158,6,0,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0704_3.jpg,DAMIMAS,B3,B4,13548,29222,2.157,6,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0664_3.jpg,DAMIMAS,B3,B4,7440,16045,2.156,8,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0596_1.jpg,DAMIMAS,B2,B3,13874,29911,2.156,5,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0815_3.jpg,DAMIMAS,B2,B3,5932,12789,2.156,6,4,5,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0706_4.jpg,DAMIMAS,B1,B3,20858,44940,2.155,6,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0590_3.jpg,DAMIMAS,B1,B2,13759,29644,2.155,7,1,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0522_3.jpg,DAMIMAS,B2,B3,5741,12363,2.153,5,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0756_3.jpg,DAMIMAS,B3,B4,8218,17693,2.153,7,0,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0502_3.jpg,DAMIMAS,B2,B4,2583,5561,2.153,7,1,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0150_1.jpg,DAMIMAS,B2,B4,4732,10181,2.151,6,4,5,B2 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0725_1.jpg,DAMIMAS,B2,B3,35495,76340,2.151,3,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0208_2.jpg,DAMIMAS,B1,B2,11442,24580,2.148,6,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0705_3.jpg,DAMIMAS,B2,B3,13873,29799,2.148,7,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0298_4.jpg,DAMIMAS,B1,B3,5455,11717,2.148,6,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0272_4.jpg,DAMIMAS,B3,B4,12157,26110,2.148,4,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0274_2.jpg,DAMIMAS,B3,B4,7447,15989,2.147,5,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0149_4.jpg,DAMIMAS,B3,B4,5247,11258,2.145,6,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0222_2.jpg,DAMIMAS,B3,B4,8258,17703,2.144,4,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0537_3.jpg,DAMIMAS,B1,B3,6027,12910,2.142,3,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0221_1.jpg,DAMIMAS,B2,B3,5881,12591,2.141,7,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0550_1.jpg,DAMIMAS,B3,B4,4460,9546,2.140,6,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0600_4.jpg,DAMIMAS,B1,B2,31142,66625,2.139,8,1,0,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0331_4.jpg,DAMIMAS,B2,B3,6360,13594,2.138,5,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0566_3.jpg,DAMIMAS,B2,B3,8228,17586,2.137,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0700_3.jpg,DAMIMAS,B2,B3,26982,57573,2.134,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0239_2.jpg,DAMIMAS,B1,B2,7843,16731,2.133,4,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0321_1.jpg,DAMIMAS,B1,B3,11173,23834,2.133,7,1,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0051_4.jpg,DAMIMAS,B2,B3,5851,12475,2.132,6,3,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0309_1.jpg,DAMIMAS,B3,B4,4530,9655,2.132,5,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0533_1.jpg,DAMIMAS,B3,B4,3035,6465,2.130,6,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
val,LONSUM_A21A_0038_2.jpg,LONSUM,B3,B4,4077,8681,2.129,4,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0490_2.jpg,DAMIMAS,B1,B3,10506,22364,2.129,6,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0803_4.jpg,DAMIMAS,B3,B4,8108,17250,2.128,7,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0368_1.jpg,DAMIMAS,B1,B4,5021,10681,2.127,8,7,5,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0365_1.jpg,DAMIMAS,B3,B4,3595,7647,2.127,7,6,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0758_4.jpg,DAMIMAS,B2,B3,4335,9220,2.127,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0119_1.jpg,DAMIMAS,B1,B2,12781,27175,2.126,5,1,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0732_1.jpg,DAMIMAS,B3,B4,5083,10802,2.125,4,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0530_2.jpg,DAMIMAS,B3,B4,8220,17466,2.125,7,6,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0628_1.jpg,DAMIMAS,B2,B3,16902,35891,2.124,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0817_2.jpg,DAMIMAS,B1,B3,8052,17098,2.123,4,3,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0689_3.jpg,DAMIMAS,B2,B4,7328,15556,2.123,6,4,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0624_4.jpg,DAMIMAS,B2,B3,8543,18129,2.122,6,1,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0523_2.jpg,DAMIMAS,B3,B4,3207,6805,2.122,6,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0106_4.jpg,DAMIMAS,B1,B4,6877,14591,2.122,4,0,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0511_4.jpg,DAMIMAS,B1,B2,17131,36331,2.121,5,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0204_3.jpg,DAMIMAS,B1,B2,7659,16244,2.121,6,2,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,LONSUM_A21A_0034_1.jpg,LONSUM,B2,B3,6652,14104,2.120,5,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0317_2.jpg,DAMIMAS,B2,B3,14210,30103,2.118,4,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0246_1.jpg,DAMIMAS,B2,B4,2168,4591,2.118,7,2,6,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0784_1.jpg,DAMIMAS,B2,B3,9080,19226,2.117,4,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0043_4.jpg,DAMIMAS,B1,B2,4371,9243,2.115,6,2,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0315_1.jpg,DAMIMAS,B2,B3,12283,25970,2.114,6,3,5,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0537_1.jpg,DAMIMAS,B2,B3,3048,6438,2.112,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0352_1.jpg,DAMIMAS,B2,B3,11763,24833,2.111,6,3,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0722_3.jpg,DAMIMAS,B2,B4,10247,21629,2.111,5,3,4,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0654_4.jpg,DAMIMAS,B3,B4,8183,17271,2.111,6,4,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0721_3.jpg,DAMIMAS,B2,B3,23349,49258,2.110,8,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0722_2.jpg,DAMIMAS,B2,B4,7133,15046,2.109,5,2,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0769_1.jpg,DAMIMAS,B2,B3,17937,37833,2.109,6,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0720_3.jpg,DAMIMAS,B2,B3,5651,11917,2.109,7,6,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0615_2.jpg,DAMIMAS,B1,B2,12814,27011,2.108,5,4,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0809_2.jpg,DAMIMAS,B2,B3,11471,24152,2.106,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0602_2.jpg,DAMIMAS,B1,B2,15840,33346,2.105,6,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0569_1.jpg,DAMIMAS,B3,B4,6183,13016,2.105,5,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0759_4.jpg,DAMIMAS,B3,B4,8303,17476,2.105,6,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0433_4.jpg,DAMIMAS,B2,B3,5812,12230,2.104,5,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0598_2.jpg,DAMIMAS,B2,B3,10870,22863,2.103,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0557_3.jpg,DAMIMAS,B2,B3,6060,12745,2.103,7,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0776_3.jpg,DAMIMAS,B3,B4,4559,9582,2.102,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0554_4.jpg,DAMIMAS,B3,B4,3582,7518,2.099,8,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0216_4.jpg,DAMIMAS,B1,B2,11873,24913,2.098,5,4,1,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0204_3.jpg,DAMIMAS,B1,B3,7659,16059,2.097,6,2,0,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0828_7.jpg,DAMIMAS,B1,B2,6780,14215,2.097,5,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0321_1.jpg,DAMIMAS,B1,B2,11173,23425,2.096,7,1,4,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0119_1.jpg,DAMIMAS,B1,B3,12781,26750,2.093,5,1,4,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0686_1.jpg,DAMIMAS,B1,B2,7478,15644,2.092,7,3,4,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0656_4.jpg,DAMIMAS,B3,B4,6007,12564,2.092,6,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0632_2.jpg,DAMIMAS,B2,B3,16541,34592,2.091,7,6,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0723_3.jpg,DAMIMAS,B3,B4,20064,41958,2.091,8,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0565_3.jpg,DAMIMAS,B3,B4,9137,19106,2.091,4,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0088_2.jpg,DAMIMAS,B1,B3,14055,29386,2.091,5,4,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0606_1.jpg,DAMIMAS,B2,B4,19930,41638,2.089,7,3,5,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0669_1.jpg,DAMIMAS,B2,B3,10520,21974,2.089,7,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0027_2.jpg,LONSUM,B3,B4,6777,14141,2.087,6,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0843_1.jpg,DAMIMAS,B2,B3,7261,15138,2.085,4,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0196_1.jpg,DAMIMAS,B3,B4,7039,14668,2.084,3,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0745_3.jpg,DAMIMAS,B2,B3,15454,32203,2.084,7,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0813_3.jpg,DAMIMAS,B3,B4,7361,15332,2.083,4,0,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0341_4.jpg,DAMIMAS,B2,B3,3028,6302,2.081,5,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0689_2.jpg,DAMIMAS,B2,B4,10980,22835,2.080,7,1,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0558_1.jpg,DAMIMAS,B2,B3,7179,14920,2.078,6,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0723_2.jpg,DAMIMAS,B3,B4,25193,52344,2.078,10,8,6,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0390_3.jpg,DAMIMAS,B2,B4,2303,4783,2.077,8,3,7,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0331_1.jpg,DAMIMAS,B2,B3,5317,11042,2.077,4,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0285_2.jpg,DAMIMAS,B1,B3,7690,15966,2.076,7,0,6,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0397_2.jpg,DAMIMAS,B3,B4,4536,9417,2.076,5,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0101_4.jpg,DAMIMAS,B2,B3,4004,8308,2.075,5,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0014_3.jpg,DAMIMAS,B1,B3,4532,9404,2.075,4,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0820_7.jpg,DAMIMAS,B2,B3,13836,28706,2.075,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0077_1.jpg,DAMIMAS,B3,B4,8193,16997,2.075,5,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0711_4.jpg,DAMIMAS,B3,B4,14873,30852,2.074,7,4,6,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0649_1.jpg,DAMIMAS,B3,B4,31476,65241,2.073,4,2,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0815_7.jpg,DAMIMAS,B2,B3,19554,40505,2.071,7,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0389_4.jpg,DAMIMAS,B2,B3,1793,3713,2.071,7,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0741_2.jpg,DAMIMAS,B2,B3,19559,40496,2.070,6,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0121_4.jpg,DAMIMAS,B3,B4,7037,14560,2.069,4,3,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0169_3.jpg,DAMIMAS,B3,B4,6227,12884,2.069,6,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0632_3.jpg,DAMIMAS,B2,B3,23010,47594,2.068,9,8,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0512_3.jpg,DAMIMAS,B1,B2,12343,25527,2.068,6,4,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0590_3.jpg,DAMIMAS,B2,B3,11610,24007,2.068,7,6,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0705_1.jpg,DAMIMAS,B3,B4,11028,22797,2.067,7,6,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0486_1.jpg,DAMIMAS,B3,B4,1931,3987,2.065,5,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0315_3.jpg,DAMIMAS,B2,B3,9532,19681,2.065,6,0,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0772_1.jpg,DAMIMAS,B1,B3,19226,39691,2.064,3,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0655_2.jpg,DAMIMAS,B1,B3,12419,25637,2.064,5,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0760_2.jpg,DAMIMAS,B3,B4,8678,17912,2.064,4,0,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0623_1.jpg,DAMIMAS,B1,B2,16467,33971,2.063,6,0,4,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0107_3.jpg,DAMIMAS,B1,B2,6183,12754,2.063,7,1,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0542_3.jpg,DAMIMAS,B2,B3,3583,7390,2.063,6,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0531_3.jpg,DAMIMAS,B3,B4,3711,7651,2.062,6,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0768_2.jpg,DAMIMAS,B2,B3,5438,11206,2.061,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0419_4.jpg,DAMIMAS,B2,B3,8516,17546,2.060,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0281_1.jpg,DAMIMAS,B3,B4,4229,8703,2.058,6,3,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0820_8.jpg,DAMIMAS,B2,B3,6676,13736,2.057,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0136_4.jpg,DAMIMAS,B2,B3,9830,20217,2.057,5,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0066_2.jpg,DAMIMAS,B1,B2,7925,16299,2.057,6,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0545_3.jpg,DAMIMAS,B3,B4,4042,8303,2.054,7,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0169_4.jpg,DAMIMAS,B3,B4,6186,12704,2.054,7,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0088_1.jpg,LONSUM,B1,B2,2432,4994,2.054,4,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0413_4.jpg,DAMIMAS,B2,B3,7549,15492,2.052,7,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0474_3.jpg,DAMIMAS,B1,B2,2195,4504,2.052,5,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0831_4.jpg,DAMIMAS,B2,B3,15580,31969,2.052,6,1,5,B2 lebih kecil dari B3 dalam gambar yang sama
